Account length,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Churn
56,30,127.1,89,21.61,172.1,116,14.63,194.6,111,FALSE
61,16,143.5,76,24.4,242.6,58,20.62,147.7,95,FALSE
171,17,186.9,94,31.77,240,138,20.4,200.9,64,FALSE
123,0,194,118,32.98,242,114,20.57,146.3,108,FALSE
58,0,234.8,89,39.92,106.8,131,9.08,178.5,122,FALSE
156,0,123.7,96,21.03,103,80,8.76,189.4,82,FALSE
166,0,173.9,103,29.56,276.4,83,23.49,190.8,113,FALSE
75,41,130.9,115,22.25,203.4,110,17.29,171.7,68,FALSE
75,0,314.6,102,53.48,169.8,86,14.43,285.1,100,TRUE
83,0,227.9,78,38.74,207.5,115,17.64,211.7,100,FALSE
243,0,95.5,92,16.24,163.7,63,13.91,264.2,118,FALSE
153,0,185.3,127,31.5,208,73,17.68,206.1,124,FALSE
150,0,146.3,133,24.87,202.7,95,17.23,234.7,103,FALSE
92,16,184,99,31.28,76.4,134,6.49,185.1,96,FALSE
80,0,105.8,110,17.99,43.9,88,3.73,189.6,87,FALSE
134,0,178,110,30.26,153.8,64,13.07,236.6,105,FALSE
77,24,149.4,74,25.4,123.9,72,10.53,174.3,84,FALSE
147,0,209.4,104,35.6,132.5,78,11.26,149.4,123,FALSE
74,0,172.1,105,29.26,211.7,99,17.99,182.2,105,FALSE
138,0,169.3,82,28.78,217.9,147,18.52,184.2,77,FALSE
143,0,119.1,117,20.25,287.7,136,24.45,223,100,FALSE
64,0,194.2,147,33.01,173.4,87,14.74,268.7,114,FALSE
120,0,198.8,56,33.8,230.1,73,19.56,119.8,81,FALSE
121,0,167.7,94,28.51,93.7,121,7.96,241.3,115,TRUE
88,0,202.2,86,34.37,216.8,93,18.43,239.4,99,FALSE
87,0,322.5,106,54.83,204.6,93,17.39,186.2,128,TRUE
100,0,216.2,107,36.75,215.6,84,18.33,138.4,127,FALSE
104,0,76.4,116,12.99,115.6,74,9.83,226.3,94,FALSE
27,0,72.7,75,12.36,208.6,117,17.73,65.8,71,FALSE
81,31,210.4,100,35.77,225.5,97,19.17,168.7,120,FALSE
64,33,127.2,93,21.62,162.9,104,13.85,247.4,109,FALSE
107,28,201.8,79,34.31,304.9,128,25.92,225.6,133,FALSE
88,17,219.5,78,37.32,222.1,94,18.88,188.3,92,FALSE
111,0,99.3,112,16.88,270.5,136,22.99,225.3,94,FALSE
77,0,239.2,114,40.66,150,115,12.75,160.8,81,FALSE
67,0,120.9,58,20.55,235,88,19.98,95.1,130,FALSE
102,0,224.7,81,38.2,129.4,112,11,167.6,109,FALSE
146,19,176.6,88,30.02,162.7,66,13.83,215.5,98,FALSE
144,51,283.9,98,48.26,192,109,16.32,196.3,85,FALSE
96,0,180.6,92,30.7,190.9,114,16.23,295.6,125,TRUE
70,31,125.9,101,21.4,196.4,102,16.69,252.7,75,FALSE
149,0,237.6,79,40.39,192.4,107,16.35,207.4,111,FALSE
129,0,198.4,91,33.73,264.7,106,22.5,111.4,101,FALSE
166,0,274.3,110,46.63,52.9,109,4.5,246.1,119,FALSE
136,0,199.6,89,33.93,211.4,96,17.97,72.4,84,TRUE
149,0,217.7,91,37.01,273.5,74,23.25,226.9,99,FALSE
70,0,134.7,96,22.9,235.9,90,20.05,260.2,113,FALSE
120,24,212.7,73,36.16,257.5,103,21.89,227.8,119,FALSE
66,0,256.3,135,43.57,180.2,106,15.32,187.3,135,FALSE
104,0,183.6,133,31.21,120.7,98,10.26,215.1,112,FALSE
160,0,176.2,90,29.95,196,115,16.66,263.9,95,FALSE
129,37,205,94,34.85,165.4,103,14.06,185,81,FALSE
93,0,267.9,114,45.54,223,74,18.96,262.7,90,TRUE
169,0,179.2,111,30.46,175.2,130,14.89,228.6,92,FALSE
58,0,149.4,145,25.4,196.5,105,16.7,209.5,108,FALSE
75,38,163.6,132,27.81,146.7,113,12.47,345.8,115,FALSE
45,0,207.6,71,35.29,152.7,94,12.98,217.8,125,FALSE
155,0,165.4,108,28.12,183.7,103,15.61,80.2,108,FALSE
52,0,209.8,114,35.67,171.3,82,14.56,154.6,119,FALSE
119,27,220.1,128,37.42,268.2,133,22.8,146.5,80,FALSE
86,0,141.3,72,24.02,154.3,95,13.12,210.6,91,FALSE
42,0,196.5,89,33.41,241.3,123,20.51,143.2,105,FALSE
127,0,180.9,114,30.75,209.5,118,17.81,249.9,105,FALSE
123,0,105,150,17.85,251.6,90,21.39,258,93,FALSE
98,0,271.4,119,46.14,190.4,102,16.18,284.7,118,TRUE
149,43,206.7,79,35.14,174.6,122,14.84,241.5,80,FALSE
160,0,166.8,109,28.36,236,117,20.06,307.6,77,FALSE
103,0,204.9,107,34.83,135.2,102,11.49,208.2,106,FALSE
132,15,154.6,128,26.28,245.6,106,20.88,148.6,90,FALSE
137,0,127,107,21.59,323.2,75,27.47,143.9,127,FALSE
129,0,267.4,78,45.46,204.2,85,17.36,111.7,146,FALSE
62,0,281,66,47.77,160.6,108,13.65,77.9,74,FALSE
122,33,270.8,96,46.04,220.4,110,18.73,169.9,104,FALSE
32,0,171.2,82,29.1,185.6,102,15.78,203.3,64,FALSE
86,0,124.1,82,21.1,202.6,120,17.22,289.6,119,FALSE
130,0,162.8,113,27.68,290.3,111,24.68,114.9,140,FALSE
42,0,146.3,84,24.87,255.9,113,21.75,45,117,FALSE
73,0,254.8,85,43.32,143.4,80,12.19,153.9,102,FALSE
66,26,254.9,108,43.33,243.2,135,20.67,190.8,95,FALSE
103,31,107.7,124,18.31,188.9,104,16.06,196.2,98,FALSE
128,0,158.8,75,27,264.8,91,22.51,270,77,FALSE
104,0,182.9,113,31.09,239.6,85,20.37,229.8,104,FALSE
103,0,198.5,112,33.75,42.5,90,3.61,179.2,124,FALSE
124,0,178.4,72,30.33,233.6,134,19.86,179.4,91,FALSE
87,0,110.9,91,18.85,158.5,115,13.47,207.5,131,FALSE
109,27,166.9,85,28.37,221.2,92,18.8,197.3,97,TRUE
167,0,244.8,91,41.62,60.8,105,5.17,176.7,110,FALSE
97,0,120.8,96,20.54,169.8,101,14.43,194.1,63,TRUE
106,0,165.3,118,28.1,210,101,17.85,187.2,93,FALSE
125,0,126.7,113,21.54,155.5,131,13.22,206.2,112,FALSE
108,35,215.9,106,36.7,200.6,107,17.05,195.4,107,FALSE
125,0,140.1,132,23.82,209.6,126,17.82,264.1,77,FALSE
89,32,209.9,113,35.68,249.8,104,21.23,224.2,92,FALSE
72,29,139.8,114,23.77,138.2,91,11.75,221,88,FALSE
23,0,321.6,107,54.67,251.6,115,21.39,141.1,158,TRUE
149,0,166.6,61,28.32,218.8,107,18.6,208.3,131,FALSE
73,0,214.2,90,36.41,196.8,78,16.73,157.9,112,FALSE
61,0,260,123,44.2,210.5,127,17.89,234.7,70,TRUE
161,0,191.9,113,32.62,70.9,87,6.03,204.8,107,TRUE
73,0,213,95,36.21,188.8,104,16.05,136.2,89,FALSE
118,24,118.1,83,20.08,109.6,72,9.32,245.5,73,FALSE
23,0,190.2,89,32.33,166.4,108,14.14,219.8,73,FALSE
127,25,82.2,95,13.97,163.3,109,13.88,264.9,104,FALSE
42,32,163.8,80,27.85,177.8,123,15.11,190.4,106,FALSE
118,0,267.8,145,45.53,316.4,121,26.89,208.6,91,TRUE
45,0,159.8,91,27.17,120.4,86,10.23,163,93,FALSE
50,24,214.3,129,36.43,289.8,55,24.63,312.5,130,FALSE
179,0,287.3,123,48.84,288,114,24.48,266,112,TRUE
152,0,101.2,122,17.2,141.6,87,12.04,198.5,124,FALSE
105,0,102.8,74,17.48,281.7,125,23.94,228.1,113,FALSE
72,0,109.1,97,18.55,115.7,96,9.83,295.8,84,FALSE
52,0,215.9,67,36.7,217,108,18.45,342.8,130,FALSE
125,0,203.4,110,34.58,128.7,97,10.94,190.5,113,FALSE
143,0,110.1,113,18.72,169,59,14.37,166.7,94,FALSE
65,0,111,51,18.87,219.8,84,18.68,202,89,FALSE
80,0,239.9,121,40.78,142.3,51,12.1,364.3,106,FALSE
1,0,144.8,107,24.62,112.5,66,9.56,218.7,79,FALSE
60,0,135.4,134,23.02,205.9,85,17.5,204,103,FALSE
43,0,84.2,134,14.31,80.8,103,6.87,196.1,79,FALSE
143,0,209.1,127,35.55,106.1,80,9.02,179.6,90,FALSE
81,24,130.1,117,22.12,196,61,16.66,139.3,123,FALSE
205,24,175.8,139,29.89,155,98,13.18,180.7,64,FALSE
24,0,241.9,104,41.12,145.2,112,12.34,214.5,105,FALSE
74,0,136.7,106,23.24,228.6,105,19.43,265.3,114,FALSE
77,0,67.7,68,11.51,195.7,86,16.63,236.5,137,FALSE
74,0,200.4,87,34.07,309.2,105,26.28,152.1,118,FALSE
74,0,125.8,103,21.39,207.7,96,17.65,207.4,143,TRUE
200,0,128.2,87,21.79,133.2,105,11.32,177.6,123,FALSE
86,0,226.3,88,38.47,223,107,18.96,255.6,92,FALSE
91,37,162.3,107,27.59,233.9,115,19.88,277.4,94,FALSE
76,0,224.4,121,38.15,147.9,97,12.57,183.8,74,FALSE
130,0,120.5,127,20.49,189.7,52,16.12,270.1,107,FALSE
56,0,91.1,90,15.49,179.3,115,15.24,300.7,89,FALSE
117,0,168.8,137,28.7,241.4,107,20.52,204.8,106,FALSE
63,0,153.5,81,26.1,287.3,115,24.42,230.2,85,FALSE
126,0,226.2,88,38.45,140.3,114,11.93,208.9,110,FALSE
132,0,191.9,107,32.62,206.9,127,17.59,272,88,FALSE
81,28,167.9,147,28.54,190.7,105,16.21,193,103,TRUE
122,0,180,88,30.6,145,77,12.33,233.7,120,FALSE
46,0,257.4,67,43.76,261.1,91,22.19,204.4,107,TRUE
150,28,174.4,75,29.65,169.9,80,14.44,201.6,130,FALSE
99,0,159.7,83,27.15,155.4,121,13.21,255.7,114,FALSE
87,0,237.2,124,40.32,222.6,87,18.92,173.3,81,FALSE
108,0,103,129,17.51,242.3,103,20.6,170.2,89,FALSE
101,0,153.8,89,26.15,234,89,19.89,196.3,77,FALSE
53,0,205.1,86,34.87,160.5,95,13.64,149.5,142,FALSE
132,39,175.7,93,29.87,187.2,94,15.91,225.5,118,FALSE
158,0,155.9,123,26.5,224.2,112,19.06,221,116,FALSE
114,34,154.4,109,26.25,221.4,142,18.82,208.5,103,FALSE
77,23,209.7,73,35.65,183.6,63,15.61,205.5,111,FALSE
144,0,150,69,25.5,285.9,73,24.3,190.6,121,FALSE
91,23,232.4,97,39.51,186,88,15.81,190.5,128,FALSE
58,0,165.4,100,28.12,115.7,87,9.83,193.8,118,FALSE
5,0,199.2,106,33.86,187.3,12,15.92,214,85,FALSE
97,0,217.6,81,36.99,320.5,51,27.24,150.7,110,FALSE
107,0,212.1,95,36.06,150.1,88,12.76,219.8,111,FALSE
142,30,154,75,26.18,165.8,97,14.09,270,83,FALSE
9,31,193.8,130,32.95,202.6,98,17.22,191.2,102,FALSE
73,0,175.4,130,29.82,248.1,105,21.09,122.4,85,FALSE
48,22,152,63,25.84,258.8,131,22,263.2,109,TRUE
43,0,230.2,147,39.13,186.7,121,15.87,128.4,100,FALSE
122,33,174.9,103,29.73,248.2,105,21.1,164.6,116,TRUE
93,0,190.2,68,32.33,262.2,64,22.29,130,92,FALSE
85,0,176.4,122,29.99,224.9,123,19.12,219.6,50,FALSE
59,0,160.9,95,27.35,251.2,65,21.35,273.4,97,FALSE
87,0,228.7,90,38.88,163,99,13.86,154.1,90,FALSE
137,0,144,90,24.48,181.6,100,15.44,128.1,93,FALSE
21,31,135.9,90,23.1,271,84,23.04,179.1,89,FALSE
129,0,334.3,118,56.83,192.1,104,16.33,191,83,TRUE
104,0,130.5,77,22.19,131.2,117,11.15,264.7,63,FALSE
93,21,134.2,105,22.81,162.5,128,13.81,186.6,90,TRUE
63,0,278,102,47.26,266.4,114,22.64,224.1,118,TRUE
161,0,105.4,70,17.92,214.8,122,18.26,223.6,126,FALSE
50,0,188.9,94,32.11,203.9,104,17.33,151.8,124,FALSE
103,24,111.8,85,19.01,239.6,102,20.37,268.3,81,FALSE
84,33,159.1,106,27.05,149.8,101,12.73,213.4,108,FALSE
92,0,212.4,105,36.11,224.6,118,19.09,221.3,105,FALSE
77,0,142.3,112,24.19,306.3,111,26.04,196.5,82,FALSE
64,0,346.8,55,58.96,249.5,79,21.21,275.4,102,TRUE
159,15,113.9,102,19.36,145.3,146,12.35,195.2,137,FALSE
110,27,267.9,103,45.54,263.3,74,22.38,178.1,106,TRUE
138,0,171.4,117,29.14,115.2,128,9.79,224.5,115,FALSE
178,0,275.4,150,46.82,187.5,62,15.94,147.1,126,FALSE
38,31,197.2,118,33.52,249.9,70,21.24,298.9,104,FALSE
50,35,192.6,97,32.74,135.2,101,11.49,216.2,101,FALSE
45,26,91.7,104,15.59,150.6,119,12.8,63.3,103,FALSE
70,0,126.3,99,21.47,141.6,106,12.04,255.9,96,FALSE
147,33,251.5,107,42.76,234.1,110,19.9,213.4,87,FALSE
94,0,190.6,108,32.4,152.3,95,12.95,144.7,97,FALSE
179,0,116.1,101,19.74,201.8,99,17.15,181.9,103,FALSE
116,0,217.3,91,36.94,216.1,95,18.37,148.1,76,FALSE
59,0,179.4,80,30.5,232.5,99,19.76,175.8,105,FALSE
165,0,207.7,109,35.31,164.8,94,14.01,54.5,91,FALSE
133,0,277.3,138,47.14,228.4,117,19.41,117.3,103,TRUE
140,0,125.3,84,21.3,167.6,121,14.25,260.6,94,FALSE
93,32,138.1,91,23.48,167.3,72,14.22,238.9,115,FALSE
52,38,169.3,88,28.78,225.9,97,19.2,172,86,FALSE
64,27,201.3,101,34.22,143.8,89,12.22,150.2,127,FALSE
12,0,216.7,117,36.84,116.5,126,9.9,220,110,FALSE
48,0,190.4,92,32.37,317.5,85,26.99,133.4,113,FALSE
181,0,143.3,91,24.36,195.5,58,16.62,223.3,95,FALSE
168,42,97.4,57,16.56,203.6,98,17.31,173.9,124,FALSE
155,0,181.4,111,30.84,167.7,92,14.25,168.5,122,FALSE
105,0,246.4,83,41.89,256.2,101,21.78,169,151,FALSE
11,0,143.4,130,24.38,289.4,50,24.6,194,100,FALSE
182,0,104.9,111,17.83,198.5,120,16.87,258.2,91,FALSE
104,0,156.2,93,26.55,193,54,16.41,222.7,94,FALSE
102,0,114.8,125,19.52,81.9,126,6.96,304.3,101,FALSE
122,0,232.5,96,39.53,205.5,120,17.47,213.7,91,FALSE
41,0,143.6,117,24.41,152.4,108,12.95,194.4,110,FALSE
132,0,176.7,132,30.04,244.1,80,20.75,176.3,120,FALSE
76,0,263.4,148,44.78,230.3,69,19.58,170.6,101,TRUE
13,0,146.4,74,24.89,148.5,92,12.62,216.7,96,FALSE
115,33,145,72,24.65,194.5,157,16.53,242.3,138,FALSE
67,0,167.8,91,28.53,167.7,69,14.25,110.3,71,FALSE
154,0,166.9,99,28.37,154.9,97,13.17,189.4,89,FALSE
100,0,142.5,87,24.23,195.7,88,16.63,122.1,117,FALSE
146,0,133,65,22.61,262.8,93,22.34,214.3,128,FALSE
148,11,252.9,129,42.99,284.3,88,24.17,262.8,99,FALSE
67,28,95,94,16.15,291.2,73,24.75,159.6,114,FALSE
161,0,194.2,106,33.01,249.4,105,21.2,254.9,129,TRUE
70,0,222.8,114,37.88,215.9,113,18.35,223.5,122,FALSE
116,0,201.8,82,34.31,231.5,95,19.68,226.1,130,FALSE
99,42,216,125,36.72,232.3,104,19.75,215.5,100,TRUE
87,0,146.3,108,24.87,171.8,102,14.6,167.5,66,FALSE
87,0,234.8,85,39.92,140.9,91,11.98,204.3,93,FALSE
70,0,198.6,111,33.76,213.9,115,18.18,171.2,105,FALSE
131,0,94.4,80,16.05,215.1,101,18.28,179.7,108,FALSE
119,0,190.4,74,32.37,215.6,113,18.33,161.2,111,FALSE
119,32,142.6,77,24.24,208.2,126,17.7,171,102,FALSE
87,0,134.2,80,22.81,165,71,14.03,173.1,102,FALSE
112,0,111.9,92,19.02,114,143,9.69,146.8,79,TRUE
75,0,122.8,89,20.88,211.3,104,17.96,261.4,91,FALSE
150,0,189.3,77,32.18,220.9,105,18.78,238.7,117,FALSE
161,38,240.4,112,40.87,201.8,102,17.15,206.1,112,FALSE
91,24,93.5,112,15.9,183.4,128,15.59,240.7,133,FALSE
124,0,158.6,104,26.96,211.2,77,17.95,179.3,104,FALSE
94,0,243.2,109,41.34,147,88,12.5,94.9,99,FALSE
217,0,176.4,115,29.99,158.8,128,13.5,306.6,107,FALSE
158,0,220.9,129,37.55,242.2,108,20.59,233.3,75,FALSE
102,0,144.4,87,24.55,266.5,128,22.65,217.6,59,FALSE
85,0,212.3,107,36.09,228.4,103,19.41,163.3,116,FALSE
79,0,147,72,24.99,165.7,102,14.08,243.2,107,FALSE
139,25,96.2,112,16.35,178.9,70,15.21,182.1,84,FALSE
103,0,263.4,118,44.78,179.1,69,15.22,214.7,112,FALSE
98,0,12.5,67,2.13,256.6,90,21.81,169.4,88,FALSE
78,0,162.3,116,27.59,192.4,86,16.35,240.6,100,FALSE
50,0,183.6,107,31.21,58.6,118,4.98,202.6,99,FALSE
161,0,178.1,109,30.28,146.5,86,12.45,137.6,78,FALSE
67,0,201.4,101,34.24,97.6,122,8.3,202.5,119,FALSE
86,38,123,158,20.91,133.9,119,11.38,138.2,103,FALSE
92,0,208,125,35.36,198.9,76,16.91,76.4,97,FALSE
174,0,239.2,72,40.66,188.5,124,16.02,105.6,116,FALSE
124,0,193,97,32.81,89.8,99,7.63,172.8,104,FALSE
132,31,174.5,101,29.67,245.6,105,20.88,172.8,76,FALSE
190,26,116.7,71,19.84,145.9,88,12.4,175.1,103,FALSE
101,0,93.8,127,15.95,150,104,12.75,241.1,116,FALSE
185,30,154.1,114,26.2,118.7,106,10.09,258.4,105,FALSE
68,29,239.5,82,40.72,203.8,105,17.32,167.8,70,FALSE
117,25,216,140,36.72,224.1,69,19.05,267.9,112,FALSE
118,0,187.4,97,31.86,177.8,89,15.11,233.4,97,FALSE
124,0,167.4,119,28.46,233.2,143,19.82,109.6,115,FALSE
22,0,160.4,108,27.27,218.1,88,18.54,192.9,115,FALSE
75,0,143.2,92,24.34,209.1,142,17.77,173,96,FALSE
134,0,205.3,122,34.9,240.5,155,20.44,179.1,107,FALSE
164,25,219.1,88,37.25,151.5,99,12.88,50.1,60,FALSE
44,0,143.2,77,24.34,169.8,114,14.43,215.8,77,FALSE
177,0,232.8,106,39.58,175.2,97,14.89,212.2,77,FALSE
110,0,162,81,27.54,247.5,89,21.04,155.5,99,FALSE
53,27,25.9,119,4.4,206.5,96,17.55,228.1,64,FALSE
108,0,154.2,123,26.21,112.3,86,9.55,246.4,75,TRUE
80,0,322.3,113,54.79,222,95,18.87,162.8,123,TRUE
158,0,209.9,112,35.68,221.3,82,18.81,210,93,FALSE
114,0,191.5,88,32.56,175.2,78,14.89,220.3,118,FALSE
64,19,291.1,150,49.49,226.7,123,19.27,219.1,67,FALSE
88,0,215.6,115,36.65,216.2,85,18.38,171.3,65,FALSE
82,0,208.8,101,35.5,213.7,87,18.16,175.1,86,FALSE
111,0,255.9,97,43.5,204.1,129,17.35,171.3,84,FALSE
60,0,252.7,97,42.96,221.1,121,18.79,109.9,100,FALSE
113,0,132.1,72,22.46,247.5,107,21.04,246.2,123,FALSE
109,0,217,115,36.89,207,142,17.6,268,106,FALSE
105,42,101.9,79,17.32,223.1,97,18.96,241.6,77,FALSE
85,0,211.5,100,35.96,184.6,88,15.69,164.3,131,FALSE
131,0,153.4,86,26.08,198.5,81,16.87,164.4,83,FALSE
59,0,166.3,95,28.27,239.3,87,20.34,123.2,108,FALSE
148,0,185.2,87,31.48,170.4,96,14.48,165.1,104,FALSE
210,0,104.6,121,17.78,149.5,71,12.71,255.1,67,FALSE
115,0,245.2,105,41.68,159,109,13.52,229.9,74,FALSE
106,0,274.4,120,46.65,198.6,82,16.88,160.8,62,FALSE
93,0,98.4,78,16.73,249.6,129,21.22,248.2,114,FALSE
57,29,279.9,121,47.58,223.1,109,18.96,251.7,94,FALSE
98,0,187.2,127,31.82,195.6,88,16.63,181.8,129,FALSE
157,0,276.2,95,46.95,165.8,119,14.09,151.6,79,FALSE
116,35,200.4,104,34.07,272.8,89,23.19,214.5,100,FALSE
30,0,162.3,96,27.59,244,122,20.74,180.1,89,FALSE
111,0,176.9,128,30.07,102.8,56,8.74,213.7,84,TRUE
52,0,165.5,78,28.14,205.5,89,17.47,213.6,124,FALSE
72,0,217.8,93,37.03,189.7,113,16.12,182.6,91,FALSE
135,28,201.4,100,34.24,246.5,117,20.95,154.8,131,TRUE
86,0,190.5,115,32.39,179.6,130,15.27,258.5,89,FALSE
98,29,179.9,97,30.58,189.2,89,16.08,164.3,76,FALSE
151,0,235.9,104,40.1,80.6,91,6.85,212.8,116,FALSE
118,0,140.4,112,23.87,187.1,60,15.9,207.9,155,FALSE
117,0,144.6,115,24.58,258.8,66,22,253.2,113,FALSE
55,0,189,100,32.13,118.5,99,10.07,248.1,87,FALSE
82,0,101,93,17.17,155.6,104,13.23,304.4,93,FALSE
152,0,206.3,98,35.07,292.8,82,24.89,43.7,121,FALSE
108,15,165.1,85,28.07,267,93,22.7,250.7,114,FALSE
98,0,165,129,28.05,202.6,113,17.22,172.3,94,TRUE
130,0,155.9,95,26.5,256.1,97,21.77,262.9,103,FALSE
136,0,199.2,122,33.86,214.7,114,18.25,150.9,105,FALSE
47,0,155.3,116,26.4,188.2,85,16,247,73,FALSE
189,0,208.3,106,35.41,236.7,123,20.12,179.1,120,FALSE
107,0,157.1,79,26.71,162.6,124,13.82,150,138,FALSE
91,0,154.4,165,26.25,168.3,121,14.31,239.9,81,TRUE
159,0,189.1,105,32.15,246.1,147,20.92,242,106,TRUE
11,24,131.5,98,22.36,230.2,111,19.57,283.7,87,FALSE
167,0,166.4,85,28.29,243.2,135,20.67,229.2,95,FALSE
111,0,142.3,75,24.19,122.8,106,10.44,229.5,94,FALSE
99,19,87.7,103,14.91,223,86,18.96,182.3,112,FALSE
159,19,184.1,78,31.3,194.5,71,16.53,225.6,101,FALSE
114,31,174.5,104,29.67,224.2,92,19.06,116.3,91,FALSE
71,0,103.3,103,17.56,138.5,79,11.77,164.8,98,FALSE
122,0,35.1,62,5.97,180.8,89,15.37,251.6,58,FALSE
100,25,246.6,94,41.92,141.4,112,12.02,189.8,109,FALSE
83,37,78.5,109,13.35,210.5,101,17.89,179.7,102,FALSE
64,0,148.1,73,25.18,164.9,101,14.02,216,125,TRUE
105,0,206.2,84,35.05,256.4,138,21.79,117.1,91,FALSE
144,33,251.6,87,42.77,197.6,118,16.8,209.2,97,FALSE
106,26,270.3,111,45.95,215.2,90,18.29,254,133,TRUE
19,34,156.6,97,26.62,224.2,97,19.06,260.9,135,FALSE
46,0,139.4,81,23.7,223.7,113,19.01,173.1,77,FALSE
127,0,220.2,108,37.43,188.4,124,16.01,172.7,113,FALSE
9,39,214.1,108,36.4,169.2,115,14.38,189.7,117,FALSE
157,0,196,74,33.32,213.4,96,18.14,196.8,81,FALSE
105,0,106.4,71,18.09,240.1,83,20.41,147.7,114,TRUE
105,29,179.4,113,30.5,275.4,100,23.41,246.1,105,FALSE
155,0,216.7,30,36.84,144.3,125,12.27,135.3,106,FALSE
31,0,177.3,129,30.14,152.8,105,12.99,162.9,92,FALSE
161,0,151.6,117,25.77,219.4,87,18.65,224.7,68,FALSE
95,32,262.2,123,44.57,165.2,82,14.04,194.3,57,FALSE
122,0,173.6,110,29.51,91.7,84,7.79,211.7,103,FALSE
37,0,106.6,76,18.12,147.4,89,12.53,235.8,113,FALSE
132,0,193.3,106,32.86,128.3,94,10.91,162.1,119,TRUE
119,24,217.2,94,36.92,138.7,52,11.79,139.3,85,FALSE
16,0,209.5,89,35.62,172.8,85,14.69,94.1,102,FALSE
99,0,95.4,105,16.22,207.2,101,17.61,136,117,FALSE
76,26,214.6,110,36.48,205.2,87,17.44,134.6,140,FALSE
167,0,131.6,120,22.37,211.3,96,17.96,168.3,97,TRUE
129,0,168.4,117,28.63,217.1,129,18.45,81.6,100,FALSE
116,0,146.4,123,24.89,176.6,113,15.01,212.6,102,FALSE
60,0,183,110,31.11,206.7,93,17.57,203.8,119,FALSE
128,0,103.3,122,17.56,245.9,123,20.9,161.1,95,FALSE
47,28,112.2,70,19.07,154.8,106,13.16,166.7,105,FALSE
40,0,170.7,55,29.02,179.1,108,15.22,281.9,89,FALSE
173,0,172.5,78,29.33,142.6,91,12.12,102,63,FALSE
157,30,194.3,107,33.03,243.2,108,20.67,322.2,114,FALSE
66,32,187.8,117,31.93,129.8,90,11.03,132.3,113,FALSE
50,26,307.1,94,52.21,289.4,78,24.6,174.9,109,FALSE
72,0,118.2,106,20.09,167.2,136,14.21,214.2,106,FALSE
130,0,154,95,26.18,205.9,106,17.5,233.7,75,FALSE
143,0,155.5,101,26.44,213.4,89,18.14,237.9,61,FALSE
89,0,125.6,108,21.35,213,90,18.11,181.7,108,FALSE
108,0,199.3,104,33.88,224.2,92,19.06,140.1,57,FALSE
32,0,157.9,88,26.84,180.8,132,15.37,132.5,102,FALSE
166,0,203.4,81,34.58,167.7,110,14.25,132,124,FALSE
109,0,222.2,113,37.77,218.5,122,18.57,266,88,FALSE
72,39,92.8,98,15.78,271.2,115,23.05,167.1,83,FALSE
134,32,216.8,78,36.86,102.2,111,8.69,174,83,FALSE
13,0,193.2,89,32.84,194.4,90,16.52,186.5,104,FALSE
90,0,113.2,108,19.24,189.3,63,16.09,271.8,124,FALSE
111,36,166.2,54,28.25,238.8,109,20.3,108.8,92,FALSE
101,23,262.2,101,44.57,157,80,13.35,129.1,100,FALSE
72,0,207.8,92,35.33,195.7,110,16.63,184.8,124,FALSE
67,35,245.4,89,41.72,148.2,102,12.6,274,136,FALSE
172,0,287.1,108,48.81,178.4,125,15.16,153.2,98,TRUE
154,32,192.3,82,32.69,165.3,134,14.05,205,74,FALSE
69,0,194.2,122,33.01,242.1,81,20.58,215.8,80,FALSE
123,0,211,92,35.87,217,102,18.45,214.8,104,FALSE
130,12,141.9,92,24.12,228.9,102,19.46,195.1,101,FALSE
142,26,220.5,94,37.49,239.5,126,20.36,254.3,109,FALSE
29,0,157.4,122,26.76,145,75,12.33,281.8,92,FALSE
87,28,143.5,106,24.4,223.5,147,19,175.4,69,FALSE
149,0,156,56,26.52,56,116,4.76,163.3,104,FALSE
146,0,160.1,63,27.22,208.4,112,17.71,177.6,98,FALSE
88,0,235.1,98,39.97,251.8,79,21.4,285.9,76,TRUE
119,15,160,95,27.2,209.5,110,17.81,82.3,107,TRUE
48,0,188.4,63,32.03,165.9,89,14.1,205.7,71,FALSE
135,0,194.8,97,33.12,235.3,118,20,174.4,126,FALSE
100,0,247.8,117,42.13,130,95,11.05,134.3,125,FALSE
98,0,221.2,80,37.6,213.6,104,18.16,291.8,89,FALSE
75,26,118.5,86,20.15,213.9,118,18.18,132.6,99,FALSE
180,33,231.8,78,39.41,232.9,79,19.8,206.9,121,FALSE
100,25,215.9,90,36.7,257.9,92,21.92,180.2,157,FALSE
119,35,217.1,92,36.91,220.8,134,18.77,249.5,93,FALSE
86,0,83.5,96,14.2,221.1,63,18.79,349.7,75,FALSE
155,39,183.3,106,31.16,205.1,101,17.43,263.7,90,FALSE
78,0,236.8,141,40.26,265.3,101,22.55,152.4,77,TRUE
153,0,193.8,90,32.95,195.3,121,16.6,182.7,108,FALSE
92,25,134,112,22.78,206,111,17.51,180.6,118,FALSE
13,25,176.6,65,30.02,172.7,96,14.68,104.5,128,FALSE
154,0,191.4,93,32.54,205.4,119,17.46,205.7,121,FALSE
144,35,174.8,127,29.72,219.6,93,18.67,255.8,90,FALSE
48,0,275.2,67,46.78,180.2,108,15.32,159,110,FALSE
94,0,174,85,29.58,241.1,114,20.49,207.8,94,FALSE
