x,y,cld,dtr,frs,pre,tmn,tmp,elevation,X5_Ct_2010_Da,X5_Bf_2010_Da,lumpy
139.75,57.75,52.1,6.2,31,11.7,-25.6,-22.5,169,0.199144963,0.000241953,0
157.25,57.75,72.5,6.6,31,9.2,-19.9,-16.6,150,31.25316443,0.009123021,0
157.75,57.75,73.8,6.7,31,10.5,-20.5,-17.1,159,21.21513945,0.000444332,0
158.25,57.75,76.3,6.7,31,11.8,-20.8,-17.4,151,30.55220243,0.009932211,0
158.75,57.75,77.5,6.6,31,12.3,-20.9,-17.6,146,27.04253348,0.003113139,0
159.25,57.75,80,6.7,31,14.4,-21.2,-17.8,158,25.80380009,0.006312502,0
159.75,57.75,81.4,6.9,31,17.1,-22.1,-18.6,167,21.77612358,0.002867888,0
160.25,57.75,80.1,7.3,31,19.5,-24.7,-21,189,22.19739919,0.001252765,0
160.75,57.75,79.6,7.5,31,22.2,-26.4,-22.6,138,23.08514754,0.005244436,0
161.25,57.75,80.9,6.8,31,27.2,-21.8,-18.4,164,14.85116792,0.006219796,0
161.75,57.75,79.7,6.6,31,30.8,-20.6,-17.3,146,16.10651375,0.010874101,0
162.25,57.75,78.5,6.4,31,34.7,-19.7,-16.5,154,23.53965654,0.125761347,0
162.75,57.75,77.3,6.5,31,38.6,-20.1,-16.8,142,18.30132064,0.009217941,0
28.25,57.25,92.2,5.3,28.91,60.3,-8.1,-5.4,151,224.4272893,0.000158777,0
28.75,57.25,92.4,5.3,29.05,66.4,-8.3,-5.6,153,170.579408,8.97E-05,0
29.25,57.25,92.5,5.4,29.43,76.4,-8.9,-6.2,150,59.12900457,4.94E-05,0
29.75,57.25,92.5,5.6,29.43,70.5,-8.9,-6.1,149,53.51323077,9.96E-05,0
30.25,57.25,92.5,5.5,29.55,66.4,-9.1,-6.3,151,41.2302983,1.68E-05,0
30.75,57.25,92.5,5.6,29.72,65.7,-9.4,-6.6,153,0,0,0
31.25,57.25,92.1,5.6,29.77,67,-9.5,-6.7,150,16.33644472,1.01E-05,0
31.75,57.25,91.5,5.7,29.98,68.3,-9.9,-7,153,23.3770888,1.44E-05,0
32.25,57.25,91.1,5.6,30.21,78.6,-10.4,-7.6,165,16.94345732,9.25E-06,0
32.75,57.25,90.7,5.6,30.45,79.7,-11,-8.2,159,44.88922852,8.31E-06,0
33.25,57.25,90.1,5.6,30.55,77.4,-11.3,-8.5,162,43.54814845,6.79E-06,0
33.75,57.25,89,5.6,30.68,73.8,-11.7,-8.9,164,59.6097096,1.33E-05,0
34.25,57.25,88.7,5.6,30.68,66.1,-11.7,-8.9,158,64.53822813,1.55E-05,0
34.75,57.25,89.7,5.5,30.65,56.3,-11.6,-8.8,158,65.83989823,6.05E-05,0
35.25,57.25,89,5.5,30.68,55.2,-11.7,-8.9,157,63.09620118,3.08E-05,0
35.75,57.25,88.9,5.6,30.65,51.7,-11.6,-8.8,156,95.20374686,4.95E-05,0
36.25,57.25,88.5,5.5,30.68,49,-11.7,-8.9,155,68.05770601,6.62E-05,0
36.75,57.25,88.3,5.6,30.7,44.3,-11.8,-9,158,76.88391888,4.72E-05,0
37.25,57.25,88,5.6,30.7,41.2,-11.8,-9,156,126.5858333,3.28E-05,0
37.75,57.25,87.8,5.6,30.73,39.1,-11.9,-9.1,153,86.40311618,0.00012913,0
38.25,57.25,86.9,5.6,30.78,38.8,-12.1,-9.3,157,95.71804905,4.09E-05,0
38.75,57.25,86.7,5.8,30.91,42.7,-12.8,-9.9,153,158.118381,4.71E-05,0
39.25,57.25,86.6,5.9,30.93,38.5,-12.9,-9.9,156,224.5153939,9.64E-05,0
39.75,57.25,86.4,5.9,30.94,38.3,-13,-10,154,185.0988596,5.60E-05,0
40.25,57.25,86.9,5.9,30.95,38.1,-13.1,-10.1,154,124.2572156,3.92E-05,0
40.75,57.25,85.5,5.9,30.96,40.1,-13.2,-10.2,157,121.8818707,6.03E-05,0
41.25,57.25,85.2,5.8,30.97,41,-13.3,-10.4,153,196.2701219,0.000110285,0
41.75,57.25,83.7,5.7,30.99,42.7,-13.7,-10.8,156,136.7212636,6.95E-05,0
42.25,57.25,82.1,5.7,31,45.6,-13.8,-10.9,154,108.4024444,2.45E-05,0
42.75,57.25,81.7,5.7,31,44.8,-13.9,-11,155,119.062674,2.53E-05,0
43.25,57.25,81.4,5.6,31,44.2,-13.8,-11,153,119.2250171,4.06E-05,0
43.75,57.25,79.7,5.6,31,47.7,-14,-11.2,153,85.4418251,1.45E-05,0
44.25,57.25,79.4,5.6,31,47.9,-14.1,-11.3,154,111.4300098,1.05E-05,0
44.75,57.25,78.1,5.7,31,48.2,-14.3,-11.4,155,164.6887168,2.36E-05,0
45.25,57.25,77.6,5.6,31,48.6,-14.3,-11.5,153,105.6105499,2.10E-05,0
45.75,57.25,75.5,5.7,31,50.2,-14.6,-11.7,152,117.7693554,1.19E-05,0
46.25,57.25,74.8,5.6,31,49.9,-14.8,-12,156,98.9318675,2.53E-05,0
46.75,57.25,72.8,5.7,31,50,-15,-12.1,155,106.0650531,1.96E-05,0
47.25,57.25,72,5.6,31,47.6,-15.1,-12.3,157,130.8383126,6.77E-05,0
47.75,57.25,69.8,5.9,31,49.7,-15.8,-12.8,152,177.2716954,0.00037993,0
48.25,57.25,68.8,5.8,31,49.7,-15.6,-12.7,157,169.0122,0.000246016,0
48.75,57.25,66.5,6,31,52.3,-15.8,-12.8,156,193.8644663,0.000362777,0
49.25,57.25,66.5,5.9,31,50.5,-16,-13,158,205.8744484,0.000558712,0
49.75,57.25,66.6,6,31,51.2,-16.3,-13.3,158,150.3321428,0.000332795,0
50.25,57.25,65.1,6,31,51.7,-16.3,-13.3,151,97.52144449,1.95E-05,0
50.75,57.25,65.3,6.1,31,50.5,-16.6,-13.5,154,55.04276492,3.13E-05,0
51.25,57.25,65.6,6,31,48.5,-16.5,-13.5,154,223.9490983,4.23E-05,0
51.75,57.25,65.9,6.1,31,47,-16.6,-13.5,155,226.8580003,1.41E-05,0
52.25,57.25,67.7,6.3,31,45.8,-16.8,-13.6,154,426.4693687,0.00058897,0
52.75,57.25,66,6.3,31,41.6,-17,-13.8,160,269.1416571,6.84E-05,0
53.25,57.25,65.7,6.4,31,39.6,-17.1,-13.9,152,374.8116556,0.000202695,0
53.75,57.25,65.6,6.5,31,36.5,-17.3,-14,155,434.1592053,0.000261702,0
54.25,57.25,67.5,6.6,31,35.8,-17.2,-13.9,151,325.4644065,0.000580364,0
54.75,57.25,68.5,6.7,31,31.8,-17.3,-13.9,154,118.2153066,0.000161456,0
55.25,57.25,68.7,6.9,31,31.4,-17.9,-14.4,156,146.6222141,6.67E-06,0
55.75,57.25,67.5,7,31,30.1,-18.2,-14.7,164,181.4699221,1.96E-05,0
56.25,57.25,67.6,7.3,31,28.1,-18.8,-15.1,157,109.9096802,8.31E-05,0
56.75,57.25,69.5,7.5,31,26.9,-18.9,-15.1,157,118.2610926,0.000612918,0
57.25,57.25,69.6,7.8,31,25.6,-19.5,-15.6,164,135.6702243,0.000198094,0
57.75,57.25,70.2,8,31,23.6,-19.9,-15.9,164,114.3455401,9.84E-05,0
58.25,57.25,69.4,7.8,31,21,-20.1,-16.2,160,37.28389255,1.90E-05,0
58.75,57.25,69.2,7.5,31,19.9,-20,-16.2,170,86.17492316,1.55E-05,0
59.25,57.25,68.8,7.3,31,17.8,-20,-16.3,163,55.80724232,1.37E-05,0
59.75,57.25,68.2,7.1,31,15.2,-19.9,-16.3,161,110.3961441,3.81E-05,0
60.25,57.25,66,6.8,31,14,-18.9,-15.5,160,120.7463386,0,0
60.75,57.25,65.6,6.8,31,12.8,-18.9,-15.5,164,138.9700175,5.48E-05,0
61.25,57.25,66,7.1,31,11.5,-19.5,-15.9,162,93.33663619,1.41E-05,0
61.75,57.25,65.1,7.2,31,11.4,-19.7,-16.1,161,123.2181857,0.000141012,0
62.25,57.25,66.5,7.3,31,10.9,-20.2,-16.5,155,71.39817257,1.80E-05,0
62.75,57.25,64.9,7.5,31,10.1,-20.7,-16.9,155,56.72099585,0.000340792,0
63.25,57.25,62.6,7.6,31,9.1,-21,-17.2,152,93.71784972,0.00018884,0
63.75,57.25,59.9,7.7,31,8.7,-21.4,-17.5,156,58.36350256,0.000103742,0
64.25,57.25,57.4,7.7,31,8.2,-21.4,-17.5,156,50.14186184,5.12E-05,0
64.75,57.25,53.8,7.8,31,8.2,-21.5,-17.6,157,53.27826518,3.09E-05,0
65.25,57.25,48.3,7.7,31,8.7,-21.8,-17.9,151,202.6520071,0.002428115,0
65.75,57.25,47.1,7.7,31,9,-22.1,-18.2,151,391.8465563,0.006311675,0
66.25,57.25,46,7.7,31,9,-22.4,-18.5,149,86.54853988,0.000114674,0
66.75,57.25,50.7,7.9,31,8.7,-23,-19,149,83.40979213,0.000644692,0
67.25,57.25,48.5,7.9,31,7.9,-23.8,-19.8,149,68.90571246,7.98E-05,0
67.75,57.25,47.6,8.1,31,6.9,-24.2,-20.1,150,76.88708952,2.14E-05,0
68.25,57.25,46.7,8.1,31,6.6,-24.4,-20.3,150,76.90335776,1.61E-05,0
68.75,57.25,46.2,8.3,31,6,-24.6,-20.4,150,67.62616853,4.17E-05,0
69.25,57.25,45.9,8.2,31,5.7,-24.6,-20.5,154,68.14748554,2.19E-05,0
69.75,57.25,47.1,8.2,31,5.6,-25,-20.9,151,54.00748484,2.67E-05,0
70.25,57.25,48.4,8.2,31,5.4,-25.5,-21.4,152,70.78286721,6.05E-05,0
70.75,57.25,51.3,8.1,31,5.6,-25.4,-21.3,149,134.3986711,0.000194852,0
71.25,57.25,51.4,8.1,31,6,-25.5,-21.4,151,97.36520174,1.60E-05,0
71.75,57.25,51.2,8.1,31,5.9,-25.5,-21.4,151,100.3284603,4.97E-05,0
72.25,57.25,51,8,31,5.2,-25.5,-21.5,153,95.67082509,3.61E-05,0
72.75,57.25,51.5,8,31,4.9,-25.5,-21.5,150,91.61693773,8.35E-05,0
73.25,57.25,51,8,31,4.9,-25.6,-21.6,151,111.4865751,0.000400456,0
73.75,57.25,51.4,8.1,31,5.1,-25.7,-21.6,149,102.0835602,0.001349032,0
74.25,57.25,52.4,8,31,5.6,-26,-22,155,116.5841433,0.000113956,0
74.75,57.25,53.7,8.1,31,5.9,-26.3,-22.2,154,90.13080165,8.47E-05,0
75.25,57.25,54.3,8,31,6.3,-26.1,-22.1,154,81.57951274,2.97E-05,0
75.75,57.25,55.8,7.9,31,6.8,-26.3,-22.3,156,86.01978021,5.22E-05,0
76.25,57.25,55.8,7.9,31,6.9,-26.4,-22.4,154,89.02432128,0.000376583,0
76.75,57.25,57,7.9,31,7.9,-26.5,-22.5,154,78.03015323,0.000453196,0
77.25,57.25,57,7.8,31,7.7,-26.4,-22.5,156,18.63260209,0.000369669,0
77.75,57.25,58.4,7.9,31,7.4,-26.7,-22.7,156,13.26680626,2.55E-05,0
78.25,57.25,58.3,7.7,31,7,-26.6,-22.7,156,15.58771915,0.001819276,0
78.75,57.25,59.5,7.7,31,7.1,-26.5,-22.6,154,14.48488091,0.000189414,0
79.25,57.25,57.1,7.7,31,7.2,-26.4,-22.5,155,12.57177913,2.77E-05,0
79.75,57.25,56.5,7.7,31,7.6,-26.4,-22.5,156,16.29986378,0.000121153,0
80.25,57.25,57.3,7.6,31,7.8,-26.6,-22.8,156,12.59922564,4.01E-05,0
80.75,57.25,56.9,7.6,31,8,-26.4,-22.6,155,17.15891793,6.36E-05,0
81.25,57.25,56.6,7.6,31,7.9,-26.3,-22.5,153,21.11980624,6.33E-05,0
81.75,57.25,56.3,7.4,31,7.9,-26.1,-22.4,153,17.42383333,0.000101278,0
82.25,57.25,60.2,7.4,31,8.3,-26.1,-22.4,155,19.50955277,6.42E-05,0
82.75,57.25,57.9,7.5,31,8.1,-26,-22.2,153,19.41791322,4.45E-05,0
83.25,57.25,57.6,7.4,31,8,-25.8,-22.1,155,18.99021938,7.77E-05,0
83.75,57.25,55.4,7.3,31,8.3,-26.4,-22.7,153,27.5402825,0.000529119,0
84.25,57.25,53.8,7.2,31,9,-26.2,-22.6,151,26.68541158,0.000510796,0
84.75,57.25,52.7,7.3,31,10,-26.2,-22.5,158,24.58586099,6.43E-05,0
85.25,57.25,51.2,7.4,31,10.7,-26.1,-22.4,159,31.70470585,2.89E-05,0
85.75,57.25,51.2,7.5,31,11.9,-26.2,-22.4,153,46.24360063,0.000342476,0
86.25,57.25,52.8,7.7,31,12.6,-26.5,-22.6,154,29.38464053,6.55E-05,0
86.75,57.25,58.4,7.9,31,12.3,-26.8,-22.8,154,15.41082774,6.03E-05,0
87.25,57.25,60.9,8.1,31,12.3,-27,-22.9,154,14.07046268,0.000105163,0
87.75,57.25,58.3,8.3,31,12.6,-27.2,-23,153,11.2907265,7.88E-05,0
88.25,57.25,60.2,8.3,31,13,-27.3,-23.1,159,17.24727225,6.11E-05,0
88.75,57.25,63.3,8.4,31,11.5,-27.5,-23.3,159,26.97073107,6.06E-05,0
89.25,57.25,65,8.5,31,10.3,-27.6,-23.3,160,28.60124119,0.000192398,0
89.75,57.25,67.5,8.6,31,9.1,-27.9,-23.6,158,26.77083489,6.62E-05,0
90.25,57.25,67.8,8.6,31,8.4,-28.1,-23.8,158,34.77793428,6.72E-05,0
90.75,57.25,69.3,8.6,31,8.4,-27.7,-23.4,158,33.41082699,0.00022957,0
91.25,57.25,69.4,8.5,31,8.9,-27.7,-23.4,160,34.21127596,3.44E-05,0
91.75,57.25,70.4,8.5,31,8.7,-27.6,-23.3,164,33.25122153,1.11E-05,0
92.25,57.25,71.3,8.3,31,9.1,-27.4,-23.2,161,32.65512613,1.51E-05,0
92.75,57.25,70.8,8.1,31,9,-27.4,-23.3,161,27.51594386,2.39E-05,0
93.25,57.25,70.1,7.9,31,8.6,-26.9,-22.9,163,35.96339012,0.000167261,0
93.75,57.25,69.4,8.1,31,8.6,-27.7,-23.6,161,41.91949363,1.71E-05,0
94.25,57.25,67.4,8,31,8.7,-28.2,-24.2,154,38.90367917,8.66E-05,0
94.75,57.25,66.5,8.1,31,8.3,-28.4,-24.3,159,53.44728505,0.000326657,0
95.25,57.25,65.7,8.2,31,8.3,-28.7,-24.6,163,25.20046605,8.38E-05,0
95.75,57.25,63.5,8.3,31,8.3,-29.3,-25.1,167,25.3166959,1.64E-05,0
96.25,57.25,62.7,8.5,31,8,-30,-25.7,157,38.35936092,4.35E-05,0
96.75,57.25,64.7,8.7,31,9.3,-30.4,-26,158,35.7056871,3.29E-05,0
97.25,57.25,63.8,8.9,31,9.6,-30.7,-26.2,167,25.28391995,2.60E-05,0
97.75,57.25,63,9.2,31,9.5,-31.5,-26.9,171,23.24837952,6.98E-05,0
98.25,57.25,63.8,9.5,31,9.4,-32.1,-27.3,157,18.51058872,5.88E-05,0
98.75,57.25,62.5,9.9,31,9.4,-32.5,-27.5,157,17.17605472,2.60E-05,0
99.25,57.25,65.6,10,31,9.3,-32.5,-27.5,159,17.9836276,2.84E-05,0
99.75,57.25,65.5,10.3,31,8.9,-32.3,-27.1,170,15.63015492,4.49E-05,0
100.25,57.25,66.7,10.4,31,9,-33,-27.8,169,15.84447176,2.85E-05,0
100.75,57.25,66.8,10.5,31,9.1,-33.7,-28.4,170,12.17171963,1.62E-05,0
101.25,57.25,68.1,10.5,31,9.2,-34.1,-28.8,163,12.82166806,1.83E-05,0
101.75,57.25,68.6,10.7,31,9.3,-34,-28.6,169,20.6241104,2.87E-05,0
102.25,57.25,69,10.6,31,9.3,-34.1,-28.8,173,21.89843308,0,0
102.75,57.25,69.3,10.5,31,9.3,-35,-29.7,164,28.6713661,3.00E-05,0
103.25,57.25,68.3,10.4,31,8.7,-35,-29.8,161,0,0,0
103.75,57.25,67.4,10.3,31,8.7,-35.6,-30.4,165,75.52924268,6.70E-05,0
104.25,57.25,66.4,10.3,31,8.8,-36,-30.8,170,11.92260864,5.44E-05,0
104.75,57.25,68,10,31,8.8,-36.3,-31.3,172,9.750230002,2.81E-05,0
105.25,57.25,65.5,10.1,31,8,-37.1,-32,176,11.14693121,2.49E-05,0
105.75,57.25,64.2,9.9,31,7.9,-37.3,-32.3,181,10.10342148,2.81E-05,0
106.25,57.25,64.5,9.8,31,7.4,-37.1,-32.2,173,13.03474244,1.24E-05,0
106.75,57.25,66.1,9.6,31,7.1,-36.6,-31.8,164,13.16305227,1.42E-05,0
107.25,57.25,66.6,9.5,31,7.2,-36.4,-31.6,165,18.44436143,2.50E-05,0
107.75,57.25,69.5,9.4,31,6.9,-36.4,-31.7,178,11.46986123,1.49E-05,0
108.25,57.25,71.8,9.4,31,6.6,-36.5,-31.8,158,9.334382299,3.53E-05,0
108.75,57.25,73.8,9.4,31,6.5,-37,-32.3,174,8.081386473,1.27E-05,0
109.25,57.25,73.3,9.6,31,6.3,-37.8,-33,187,7.103871211,0.000320095,0
109.75,57.25,72,9.8,31,5.9,-38.9,-34,157,8.73328356,0.0005066,0
110.25,57.25,71.3,9.6,31,6,-38,-33.2,199,9.207202865,0.000287225,0
110.75,57.25,71.2,9.6,31,6.3,-38.3,-33.5,164,7.440372117,0.000358988,0
111.25,57.25,70.2,9.5,31,5.9,-37.8,-33,185,5.567477347,0.000384486,0
111.75,57.25,70.2,9.4,31,5.6,-37,-32.3,168,6.217087104,0.000281021,0
112.25,57.25,71.4,9.1,31,4.8,-36.8,-32.2,158,7.701201267,0.000306168,0
112.75,57.25,73.1,8.9,31,4.4,-37,-32.5,170,9.137974659,0.000595453,0
113.25,57.25,72.7,8.7,31,3.9,-37.1,-32.7,189,6.325036493,0.002089312,0
113.75,57.25,75.1,8.3,31,3.7,-36.5,-32.3,190,6.097351034,0.000571114,0
114.25,57.25,76.1,8.2,31,3.2,-36.4,-32.3,164,7.424066855,0.001752994,0
114.75,57.25,73.4,8.6,31,2.9,-37.7,-33.4,180,10.88483324,0.008066544,0
115.25,57.25,73.2,8.7,31,2.6,-37.2,-32.8,192,6.20706716,0.000893711,0
115.75,57.25,71.8,8.9,31,2.6,-37.5,-33,193,21.98258587,0.000564666,0
116.25,57.25,69.3,9.3,31,2.7,-37.8,-33.1,178,11.16951186,0.001220004,0
116.75,57.25,68.3,9.8,31,2.5,-38,-33.1,194,0,0,0
117.25,57.25,64.7,10.6,31,2,-40.2,-34.9,113,0,0,0
117.75,57.25,63.8,11,31,1.8,-41.8,-36.3,177,11.78544682,0.010617147,0
118.25,57.25,64.2,11.1,31,2.1,-40.9,-35.3,204,15.29231977,0.004177357,0
118.75,57.25,65,11,31,2.9,-39.3,-33.8,180,20.90896443,0.000588722,0
119.25,57.25,65.6,10.9,31,3.1,-38.1,-32.6,195,13.13889717,0.000513721,0
119.75,57.25,67.4,10.8,31,3.4,-38.2,-32.8,191,5.894885001,0.003549668,0
120.25,57.25,67.9,10.6,31,4.8,-37.4,-32.1,157,12.11769001,0.003639203,0
120.75,57.25,69.6,10.3,31,5.1,-36.6,-31.4,191,10.43783011,0.000558975,0
121.25,57.25,71.1,10,31,6.7,-35.9,-30.9,198,8.759564075,0.00058516,0
121.75,57.25,72.5,9.7,31,7,-35.4,-30.5,182,10.06243058,0.0001622,0
122.25,57.25,73.7,9.4,31,7.2,-35.4,-30.7,168,6.425910192,0.000208706,0
122.75,57.25,75.4,9,31,8.2,-35.1,-30.6,171,9.260269303,0.000208896,0
123.25,57.25,76.8,8.5,31,9.2,-33.5,-29.2,183,6.796442188,8.07E-05,0
123.75,57.25,78.4,7.9,31,10.2,-32.5,-28.5,164,8.338589904,0.000233224,0
124.25,57.25,81.2,7.5,31,11,-31.8,-28,179,8.676380724,0.000140864,0
124.75,57.25,82.7,7,31,11.9,-30.9,-27.4,169,10.11480267,0.000288372,0
125.25,57.25,84.5,7.1,31,11.3,-31.9,-28.3,179,16.25749633,0.000134271,0
125.75,57.25,81.9,7.3,31,11.6,-32.1,-28.4,181,5.268614666,0.000398158,0
126.25,57.25,80.5,7.5,31,12,-33.2,-29.4,169,5.672369429,0.000354198,0
126.75,57.25,77.7,7.8,31,11.5,-34,-30.1,177,4.595562305,0.000496151,0
127.25,57.25,73.3,8.3,31,10.9,-36,-31.8,166,5.047070675,0.001001594,0
127.75,57.25,70.6,8.6,31,10.3,-37.4,-33.1,195,4.675608588,0.001616485,0
128.25,57.25,69,8.4,31,11.4,-36.5,-32.3,184,3.521140806,0.000818873,0
128.75,57.25,67.2,8.5,31,10.6,-37.7,-33.4,193,3.47922829,0.00066183,0
129.25,57.25,65.4,8.6,31,10.7,-38.3,-34,195,3.088118982,0.000816324,0
129.75,57.25,63.7,8.4,31,10.6,-38.2,-34,192,3.43196489,0.000659842,0
130.25,57.25,63.3,8.6,31,9.5,-38.8,-34.5,171,4.571056285,0.000167145,0
130.75,57.25,61.6,8.5,31,11.1,-38.6,-34.3,175,6.938420585,0.000470198,0
131.25,57.25,61.2,8.5,31,10.9,-38.2,-33.9,182,0.121148855,0.001175208,0
131.75,57.25,60.7,8.7,31,9.8,-39.2,-34.8,173,0.15305783,0.00087493,0
132.25,57.25,60.3,8.7,31,10.5,-39.2,-34.8,184,0.047243181,0.000531639,0
132.75,57.25,59.5,8.4,31,10.2,-37.9,-33.7,146,0.06453917,0.000496019,0
133.25,57.25,60.8,8.4,31,10.8,-37.4,-33.2,160,0.084704236,0.000358107,0
133.75,57.25,59.5,8.1,31,11,-36.4,-32.3,179,0.048150413,7.08E-05,0
134.25,57.25,58.3,8.1,31,10.2,-36.4,-32.3,167,0.085575956,0.000110558,0
134.75,57.25,57.4,7.9,31,9.1,-35,-31,183,0.077519117,0.000642855,0
135.25,57.25,56.3,7.8,31,8.6,-33.7,-29.8,182,0.074157048,0.000524469,0
135.75,57.25,55.2,7.6,31,7.2,-31.9,-28.1,165,0.0526055,0.000521,0
136.25,57.25,55.4,7.5,31,5.9,-31,-27.2,189,0.041857197,0.000297361,0
136.75,57.25,54.2,7.6,31,5.1,-31.2,-27.4,163,0.033351434,0.00041004,0
137.25,57.25,53.1,7.3,31,4.5,-29.8,-26.1,195,0,0,0
137.75,57.25,51.9,7.2,31,5,-29.2,-25.6,175,0,0,0
138.25,57.25,52.1,6.7,31,6.2,-26.3,-22.9,151,0,0,0
138.75,57.25,52.2,6.5,31,7.5,-25.7,-22.4,153,0,0.000581171,0
157.25,57.25,71.3,6.6,31,10.8,-19.9,-16.6,145,30.70975945,0.004206402,0
157.75,57.25,73.9,6.7,31,12.6,-20.5,-17.1,155,22.15775216,0.000389291,0
158.25,57.25,75.1,6.7,31,14.5,-20.9,-17.5,166,28.62441363,0.004982067,0
158.75,57.25,77.7,6.7,31,16.5,-20.7,-17.3,152,30.69407217,0.002126845,0
159.25,57.25,80.2,6.7,31,18.8,-20.9,-17.5,164,26.21046456,0.004437447,0
159.75,57.25,80.3,7,31,21.2,-22.7,-19.2,169,24.63498208,0.000175377,0
160.25,57.25,80.3,7.4,31,22.9,-25.1,-21.4,160,0.382660223,0.007307802,0
160.75,57.25,82.3,7.1,31,27.3,-23.1,-19.5,163,0.082871583,0.000944508,0
161.25,57.25,82.3,6.7,31,31.6,-21.2,-17.8,158,0.075293075,0.001395887,0
161.75,57.25,81.2,6.6,31,36.3,-20.3,-17,151,0.096048868,0.002047107,0
162.25,57.25,79.9,6.5,31,41.6,-19.8,-16.5,161,0.110758142,0.00398154,0
162.75,57.25,78.8,6.3,31,46,-19,-15.8,144,0.31578662,0.009767016,0
28.25,56.75,92.5,5.1,28.84,65.8,-8,-5.4,152,120.1682626,2.26E-05,0
28.75,56.75,92.6,5.3,29.11,67.8,-8.4,-5.7,151,367.8549074,3.26E-05,0
29.25,56.75,92.7,5.3,29.43,75.7,-8.9,-6.2,158,26.44598966,1.08E-05,0
29.75,56.75,92.7,5.4,29.55,74.9,-9.1,-6.4,158,44.54432542,6.68E-05,0
30.25,56.75,92.5,5.5,29.55,62.7,-9.1,-6.3,151,28.17611353,0.000105647,0
30.75,56.75,90.9,5.5,29.66,60.9,-9.3,-6.5,154,56.37170454,2.24E-05,0
31.25,56.75,91.8,5.7,29.93,63.9,-9.8,-6.9,155,120.3532561,9.85E-06,0
31.75,56.75,91.2,5.6,30.12,74.3,-10.2,-7.4,158,54.27152661,8.50E-06,0
32.25,56.75,90.4,5.5,30.21,75.4,-10.4,-7.6,160,83.88986229,1.24E-05,0
32.75,56.75,89.8,5.5,30.38,72,-10.8,-8,158,51.40284937,1.04E-05,0
33.25,56.75,89,5.4,30.49,71.8,-11.1,-8.4,159,46.09106949,1.27E-05,0
33.75,56.75,88.7,5.4,30.49,65.1,-11.1,-8.4,161,52.51232757,1.22E-05,0
34.25,56.75,88.3,5.4,30.62,64,-11.5,-8.8,162,66.35795263,9.40E-06,0
34.75,56.75,87.9,5.3,30.59,58.7,-11.4,-8.7,157,83.32406471,4.52E-05,0
35.25,56.75,88.6,5.5,30.55,52.9,-11.3,-8.5,155,87.44052653,2.83E-05,0
35.75,56.75,88.1,5.4,30.52,51.5,-11.2,-8.5,156,91.2135142,8.30E-05,0
36.25,56.75,88.9,5.4,30.52,47.9,-11.2,-8.5,157,200.6995446,4.52E-05,0
36.75,56.75,87.4,5.4,30.52,45.6,-11.2,-8.5,153,158.9315908,1.68E-05,0
37.25,56.75,88.6,5.4,30.52,39.5,-11.2,-8.5,155,215.0395438,0.002215334,0
37.75,56.75,88.4,5.4,30.59,40.7,-11.4,-8.7,151,235.827035,3.16E-05,0
38.25,56.75,86.9,5.6,30.7,39.8,-11.8,-9,154,326.8600312,1.42E-05,0
38.75,56.75,86.7,5.6,30.8,42.5,-12.2,-9.4,158,0,5.18E-05,0
39.25,56.75,86.6,5.8,30.9,41.2,-12.7,-9.8,157,239.0934674,7.99E-05,0
39.75,56.75,86.5,5.8,30.93,40.9,-12.9,-10,153,85.3082952,1.29E-05,0
40.25,56.75,86.4,5.9,30.94,39.8,-13,-10,153,88.62742473,2.37E-05,0
40.75,56.75,85.1,5.9,30.95,42.9,-13.1,-10.1,154,182.3997158,1.89E-05,0
41.25,56.75,82.3,5.7,30.94,41.9,-13,-10.1,153,217.6963477,4.50E-05,0
41.75,56.75,83.2,5.7,30.97,43.6,-13.3,-10.4,155,140.2998636,3.10E-05,0
42.25,56.75,81.6,5.7,30.98,44.8,-13.5,-10.6,151,71.70064463,5.55E-05,0
42.75,56.75,81.2,5.6,30.98,46.6,-13.5,-10.7,156,116.9349127,1.90E-05,0
43.25,56.75,79.5,5.6,30.98,45.8,-13.5,-10.7,152,0,0,0
43.75,56.75,79.1,5.5,30.99,47.8,-13.7,-10.9,154,197.040089,2.65E-05,0
44.25,56.75,77.6,5.5,30.99,46.8,-13.7,-10.9,151,174.2212238,1.11E-05,0
44.75,56.75,76.1,5.6,30.99,47.3,-13.7,-10.9,155,132.9037679,9.86E-06,0
45.25,56.75,75.7,5.6,31,49.1,-13.9,-11.1,155,114.1654254,1.07E-05,0
45.75,56.75,74.9,5.6,31,48.9,-14.3,-11.5,154,122.2717426,9.54E-06,0
46.25,56.75,73,5.6,31,49.7,-14.4,-11.6,153,101.1442287,3.81E-05,0
46.75,56.75,72.2,5.6,31,49.7,-14.6,-11.8,153,141.3384281,3.25E-05,0
47.25,56.75,71.6,5.7,31,49.7,-14.9,-12,151,0,0,0
47.75,56.75,69.5,5.8,31,49.8,-15.4,-12.5,151,262.0206485,4.82E-05,0
48.25,56.75,68.7,6,31,52.1,-15.8,-12.8,155,299.173663,0.000662219,0
48.75,56.75,66.5,6,31,51.3,-16,-13,158,199.5343779,2.92E-05,0
49.25,56.75,67.3,6.1,31,50.8,-16.2,-13.1,153,267.2524753,0.000176192,0
49.75,56.75,66.9,6,31,51.7,-16.1,-13.1,156,334.5039376,1.00E-04,0
50.25,56.75,65.4,6.1,31,52.2,-16.5,-13.4,151,179.9781719,0.00019931,0
